                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6503,                 2.8737,                 1.5102,                0.01333,                      1,                0.55917,                0.32079,                 1.4628,                 2.4919,                 1.1231,                  8e-05,                  8e-05,                  8e-05
