                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6927,                 2.8876,                 1.5484,                0.01333,                      1,                0.27943,                0.14513,                  1.536,                 2.5495,                 1.1891,                  2e-05,                  2e-05,                  2e-05
                      2,                 1.8254,                 2.9218,                 1.4976,                0.01333,                      1,                0.46684,                0.24957,                 1.4514,                 2.5175,                 1.1345,               3.03e-05,               3.03e-05,               3.03e-05
