                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.4417,                    2.8,                 1.5582,                0.64828,                0.37807,                0.23903,                0.07551,                 2.3474,                 2.4998,                 1.5441,                 0.0002,                 0.0002,                 0.0002
                      2,                 2.1673,                 1.6121,                 1.4757,                0.54282,                0.63517,                0.60164,                 0.2198,                 2.0897,                 1.8057,                 1.4897,             0.00020831,             0.00020831,             0.00020831
