                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.6264,                 4.3385,                 1.6688,                0.26961,                 0.1875,                0.02228,                0.00602,                  2.411,                 5.2585,                 1.6613,                      0,                      0,                      0
                      2,                  2.487,                 4.5583,                 1.6586,                0.26913,                 0.1875,                0.02367,                 0.0066,                 2.3968,                 5.0799,                 1.6504,             6.3125e-06,             6.3125e-06,             6.3125e-06
