                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.4506,                 2.8497,                 1.5663,                 0.6669,                0.27981,                0.22749,                0.06608,                 2.4528,                 2.9985,                 1.6941,                 0.0002,                 0.0002,                 0.0002
                      2,                 2.1698,                 1.5774,                 1.4911,                0.78219,                  0.568,                0.64922,                0.23392,                 2.1388,                 1.7586,                 1.5742,             0.00020831,             0.00020831,             0.00020831
